Repo,CompoundAttribute,AdjacencyList,GodTable,ValuesInColDef,MetadataAsData,MulticolumnAttribute,CloneTables,DuplicateColumnNames,IndexShotgun4,Total Smells
affiliatewp_AffiliateWP.txt,0,0,1,0,0,0,0,0,1,2
agateau_yokadi.txt,0,0,0,0,1,0,0,0,4,5
agavi_agavi.txt,0,0,0,0,0,0,0,0,0,0
AgelxNash_DocLister.txt,0,0,0,0,0,0,0,0,0,0
agentgt_jirm.txt,1,0,0,0,0,0,0,1,1,3
ageweke_flex_columns.txt,0,0,0,0,0,0,0,0,0,0
agile-alliance-brazil_submissions.txt,0,0,0,0,0,0,0,0,0,0
AgileVentures_WebsiteOne.txt,0,0,0,0,0,0,0,0,0,0
aintshy_hub.txt,1,0,0,0,0,0,0,0,0,1
aio-libs_aiomysql.txt,0,0,0,0,1,0,8,6,1,16
aircrack-ng_aircrack-ng.txt,1,0,0,0,1,0,0,3,2,7
airlift_airlift.txt,0,0,0,0,0,0,0,0,1,1
airlift_airship.txt,0,0,0,0,0,0,0,0,0,0
akeeba_awf.txt,0,0,7,0,0,1,0,16,1,25
akeeba_fof.txt,0,0,2,0,0,0,0,2,1,5
akkadotnet_akka.net.txt,0,0,0,0,0,0,0,0,1,1
akrennmair_newsbeuter.txt,0,0,0,0,0,0,0,0,0,0
akumuli_Akumuli.txt,0,0,0,0,0,0,0,0,0,0
alchemy-fr_Phraseanet.txt,2,0,15,6,0,1,0,24,13,61
AlchemyCMS_alchemy_cms.txt,0,0,0,0,0,0,0,0,0,0
AlessandroMinoccheri_cakephp-twig-integration.txt,0,0,0,0,0,0,0,3,7,10
AlexDenisov_iActiveRecord.txt,0,0,0,0,0,0,0,0,0,0
alexjpaz_paz-fit.txt,0,0,0,0,0,0,0,0,1,1
alibaba_cobarclient.txt,0,0,0,0,0,0,0,0,1,1
alibaba_RocketMQ.txt,0,0,0,0,0,0,0,0,0,0
AlienEngineer_VirtualObjects.txt,0,0,0,0,0,0,0,0,0,0
alimanfoo_petl.txt,0,0,0,0,0,0,0,0,1,1
alleyinteractive_es-wp-query.txt,0,0,0,0,0,0,0,0,0,0
alleyinteractive_SearchPress.txt,0,0,0,0,0,0,0,0,0,0
alliedmodders_amxmodx.txt,0,0,1,0,1,1,6,1,9,19
alliedmodders_sourcemod.txt,0,0,0,6,2,1,14,6,8,37
alliedmodders_sourcepawn.txt,0,0,0,0,0,0,0,0,1,1
alta189_SimpleSave.txt,0,0,0,0,0,0,0,0,1,1
amcat_amcat.txt,0,0,0,0,0,0,0,0,0,0
amjith_pgcli.txt,0,0,0,0,0,0,3,2,1,6
amphp_mysql.txt,0,0,0,0,0,0,6,1,9,16
an0_Letterpress.txt,0,0,0,0,0,0,0,0,1,1
Anahkiasen_autopergamene.txt,0,0,0,0,0,0,0,0,1,1
anandology_broadgauge.txt,0,0,1,0,0,0,0,0,1,2
Anaphore_bach.txt,0,0,0,0,0,0,0,0,0,0
andialbrecht_sqlparse.txt,0,0,0,0,0,0,0,0,1,1
andraskende_cakephp-shopping-cart.txt,0,0,3,0,0,0,0,3,7,13
AndreasHeger_CGATReport.txt,0,0,0,0,0,0,0,0,0,0
andreitognolo_raidenjpa.txt,0,0,0,0,0,0,0,0,0,0
andreluiznsilva_hibernate-conventions.txt,0,0,0,0,0,0,0,0,1,1
andresriancho_django-moth.txt,0,0,0,0,0,0,0,0,0,0
andresriancho_w3af-module.txt,0,0,0,0,0,0,0,1,1,2
andresriancho_w3af.txt,0,0,0,0,0,0,0,1,1,2
AndrewAnnex_SpiceyPy.txt,0,0,0,0,0,0,0,0,0,0
andsel_moquette.txt,0,0,0,0,0,0,0,0,1,1
andygrunwald_Gerrie.txt,0,0,2,0,0,0,0,5,1,8
anitagraser_TimeManager.txt,0,0,3,0,0,0,0,1,4,8
aniversarioperu_django-manolo.txt,0,0,0,0,0,0,0,0,0,0
ankane_groupdate.txt,0,0,0,0,0,0,0,0,1,1
anorgan_QuTee.txt,0,0,0,0,0,0,0,0,1,1
anthavio_phanbedder.txt,0,0,0,0,0,0,0,1,4,5
anthonator_paranoia_uniqueness_validator.txt,0,0,0,0,0,0,0,0,1,1
antoniomaria_gazpachoquest.txt,0,0,0,0,0,0,0,0,0,0
antonioribeiro_sqli.txt,0,0,0,0,0,0,0,0,0,0
antonvw_wxExtension.txt,0,0,0,0,1,1,0,0,1,3
AOEpeople_languagevisibility.txt,0,0,0,0,0,0,0,0,1,1
apache_accumulo.txt,0,0,0,0,0,0,0,0,1,1
apache_drill.txt,0,0,2,0,0,0,0,3,1,6
apache_incubator-calcite.txt,2,0,0,0,1,0,3,3,1,10
apache_jackrabbit-oak.txt,0,0,0,0,0,0,0,0,7,7
apache_metamodel.txt,5,0,0,0,0,0,0,2,6,13
apache_ode.txt,0,0,12,0,2,0,0,10,33,57
apache_sling.txt,0,0,0,0,0,0,0,0,0,0
apache_syncope.txt,1,0,28,0,25,5,1,30,198,288
apache_tajo.txt,0,0,2,0,3,46,70,23,26,170
apel_apel.txt,0,0,1,0,1,0,0,0,1,3
Appendium_flatpack.txt,0,0,0,0,0,0,0,0,0,0
appsignal_appsignal.txt,0,0,0,0,0,0,0,0,0,0
AppStateESS_phpwebsite.txt,0,0,19,0,2,3,0,11,11,46
arangodb_arangodb.txt,0,0,0,0,0,0,0,1,1,2
Arcavias_arcavias-core.txt,0,0,0,0,0,0,0,0,1,1
arcturusannamalai_Ezhil-Lang.txt,0,0,0,0,0,0,0,0,1,1
ari_jobsworth.txt,0,0,0,0,0,0,0,0,0,0
arista-eosplus_ztpserver.txt,0,0,0,0,0,0,0,0,1,1
arnovr_ocUsageCharts.txt,0,0,3,0,2,0,0,5,1,11
arresteddevops_ado_infra.txt,0,0,2,0,0,0,0,0,1,3
arsduo_koala.txt,0,0,0,0,0,0,0,0,0,0
arskom_spyne.txt,0,0,0,0,0,0,0,0,0,0
artem-zinnatullin_android-wail-app.txt,0,0,0,0,0,0,0,0,0,0
articlemetrics_lagotto.txt,0,0,0,0,0,0,0,0,1,1
ArtificerRepo_artificer.txt,0,0,9,0,12,0,0,20,6,47
asascience-open_ooi-ui-services.txt,38,0,0,0,0,0,0,0,0,38
ASPP_pelita.txt,0,0,0,0,0,1,0,0,5,6
assem-ch_alfanous.txt,0,0,1,0,2,0,0,0,1,4
Atlantic18_DoctrineExtensions.txt,0,0,0,0,0,0,0,0,0,0
Atriedes_mabes.txt,0,0,0,0,0,0,0,0,1,1
auraphp_Aura.Auth.txt,0,0,0,0,1,0,0,0,1,2
auraphp_Aura.Sql.txt,0,0,0,0,0,0,0,0,1,1
auraphp_Aura.SqlMapper_Bundle.txt,0,0,0,0,0,0,0,0,1,1
auraphp_Aura.SqlQuery.txt,0,0,0,0,0,0,0,0,1,1
auraphp_Aura.SqlSchema.txt,0,0,0,0,0,0,0,0,1,1
Automattic_Co-Authors-Plus.txt,0,0,0,0,0,0,0,0,0,0
Automattic_Edit-Flow.txt,0,0,0,0,0,0,0,0,0,0
Automattic_Jetpack.txt,0,0,0,0,0,0,0,0,0,0
autoschool_twister.txt,0,0,0,0,0,0,0,0,2,2
autotest_autotest-client-tests.txt,0,0,9,1,9,55,147,32,15,268
autotest_autotest.txt,0,0,9,4,5,0,0,26,14,58
autotest_virt-test.txt,0,0,0,0,0,0,0,0,0,0
avalax_FitBuddy.txt,0,0,0,0,0,0,0,0,1,1
avelino_mining.txt,0,0,0,0,0,0,0,1,1,2
AveryRegier_club-tracker.txt,0,43,0,0,0,1,0,0,21,65
avsoftechnologies_densealife.txt,0,0,0,0,0,0,0,3,1,4
awesomefoundation_awesomebits.txt,0,0,0,0,0,0,0,0,0,0
az0_bleachbit.txt,0,0,4,0,0,1,0,20,1,26
azkaban_azkaban.txt,0,0,3,0,0,0,0,3,11,17
Azure_azure-sdk-for-python.txt,0,0,0,0,0,0,0,1,1,2
B3Partners_brmo.txt,8,0,34,3,47,54,0,211,238,595
balabit_syslog-ng.txt,0,0,0,0,0,0,0,0,1,1
balanced_status.balancedpayments.com.txt,0,0,0,0,0,0,0,0,0,0
balloob_home-assistant.txt,0,0,0,0,0,0,0,0,0,0
baloctran_school_management.txt,0,0,0,0,0,0,0,2,7,9
Bartlby_bartlby-core.txt,0,0,2,0,0,0,0,0,1,3
bartvm_blocks.txt,0,0,0,0,0,0,0,0,0,0
basecamp_marginalia.txt,0,0,0,0,0,0,0,0,0,0
baserproject_basercms.txt,0,0,0,0,0,0,0,3,7,10
basho-labs_riak-dotnet-client.txt,0,0,0,0,0,0,0,0,1,1
basho_leveldb.txt,0,0,0,0,0,0,0,0,1,1
basho_riak-java-client.txt,0,0,0,0,0,0,0,0,1,1
basho_riak-php-client.txt,0,0,0,0,0,0,0,0,1,1
Bauble_bauble.api.txt,0,0,0,0,0,0,0,0,0,0
bav-php_bav.txt,0,0,0,0,0,0,0,0,0,0
baztian_jaydebeapi.txt,0,0,0,0,0,0,0,0,0,0
bbatsov_rubocop.txt,0,0,0,0,0,0,0,0,0,0
Bcfg2_bcfg2.txt,0,0,0,0,0,0,0,0,6,6
bcit-ci_CodeIgniter.txt,0,0,0,0,0,0,0,2,1,3
bcj_AttrDict.txt,0,0,0,0,0,0,0,0,0,0
BCRM_www.txt,0,0,0,0,0,0,0,0,0,0
beangle_library.txt,0,0,0,0,0,0,0,0,0,0
beberlei_DoctrineExtensions.txt,0,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.txt,0,0,0,0,0,0,0,0,1,1
beeznest_chamilo-lms-icpna.txt,1,0,73,1,2,8,0,79,2,166
befdata_befdata.txt,0,0,0,0,0,0,0,0,0,0
belgattitude_solublecomponents.txt,0,0,0,0,0,0,0,0,0,0
benadida_helios-server.txt,0,0,0,0,0,0,0,0,0,0
benbalter_wordpress-to-jekyll-exporter.txt,1,0,0,0,0,0,0,0,0,1
benbalter_WP-Document-Revisions.txt,0,0,0,0,0,0,0,0,0,0
benkeen_generatedata.txt,0,0,1,0,1,0,0,1,1,4
benoitc_gaffer.txt,1,0,0,0,0,0,0,0,1,2
benstadin_spatialite4-jdbc.txt,0,0,5,1,1,6,35,7,15,70
bernardphp_bernard.txt,0,0,0,0,0,0,0,0,0,0
BertrandBordage_django-cachalot.txt,0,0,0,0,0,0,0,0,1,1
bethesque_pact_broker.txt,0,0,1,0,0,0,0,0,11,12
betterlife_erp.txt,0,0,0,0,0,0,0,0,0,0
bibi21000_python-openzwave.txt,0,0,0,0,0,0,0,0,1,1
BigBrotherBot_big-brother-bot.txt,2,0,15,1,0,0,0,24,7,49
bikeindex_bike_index.txt,0,0,14,0,0,0,0,5,0,19
bingmann_sqlplot-tools.txt,0,0,0,0,0,0,0,0,0,0
binux_pyspider.txt,0,0,0,0,0,0,0,0,1,1
biojava_biojava-legacy.txt,0,0,0,0,2,0,0,1,25,28
biola_banner-syncinator.txt,0,0,0,0,0,0,0,0,0,0
biola_carrierwave-roz.txt,0,0,0,0,0,0,0,0,1,1
biola_punching_bag.txt,0,0,0,0,0,0,0,0,1,1
biolab_orange3.txt,0,0,0,0,0,0,0,0,1,1
bitcoinj_bitcoinj.txt,0,0,0,0,0,0,0,0,3,3
bitcoinxt_bitcoinxt.txt,0,0,0,0,0,0,0,0,1,1
BjoernKW_ZenQuery.txt,1,0,0,0,0,0,0,1,4,6
bjyoungblood_BjyAuthorize.txt,0,0,0,0,0,0,0,0,1,1
bkiers_python3-parser.txt,0,0,0,0,0,1,17,0,1,19
bkimminich_AgileSoftwareDevelopmentInPractice.txt,1,0,0,0,0,0,0,0,0,1
blandware_android-atleap.txt,0,0,0,0,0,0,0,0,0,0
blizzlikegroup_blizzlikecore.txt,8,0,36,0,1,45,0,28,1,119
blp_ovs-reviews.txt,0,0,0,0,0,0,0,0,0,0
blue-yonder_sqlalchemy_exasol.txt,0,0,0,0,0,0,0,0,1,1
blueboy_portal.txt,15,0,62,0,1,92,0,70,4,244
blueboy_portalclassic.txt,10,0,56,0,2,83,0,67,4,222
blueboy_portaltbc.txt,15,0,59,0,2,86,0,67,4,233
BlueBrain_bluima.txt,0,0,0,0,0,0,0,0,5,5
Bluejudy_pycoin.txt,0,0,0,0,0,0,0,0,1,1
bluerogue251_materialized_views.txt,0,0,0,0,0,0,0,0,0,0
bluzphp_framework.txt,0,0,0,0,1,0,0,0,1,2
bmihelac_django-import-export.txt,0,0,0,0,0,0,0,0,1,1
bndtools_bnd.txt,0,0,0,0,0,0,0,0,1,1
board3_Board3-Portal.txt,0,0,0,0,0,0,0,0,0,0
BOINC_boinc.txt,0,0,10,0,1,2,0,10,9,32
boosterconf_booster.txt,0,0,0,0,0,0,0,0,0,0
botherder_viper.txt,0,0,0,0,0,0,0,0,0,0
boto_boto.txt,0,0,0,0,0,0,0,0,0,0
bottlepy_bottle.txt,0,0,0,0,0,0,0,0,1,1
boxen_puppet-mysql.txt,0,0,0,0,0,0,0,0,0,0
bpiwowar_experimaestro.txt,2,0,0,0,1,0,0,1,20,24
bpiwowar_papercite.txt,0,0,0,0,0,0,0,0,1,1
brad-accuvant_cuckoo-modified.txt,0,0,0,0,0,0,0,0,0,0
Bramas_texiteasy.txt,0,0,0,0,0,0,0,0,1,1
BrandwatchLtd_pgq-consumer.txt,0,0,0,0,0,0,0,0,0,0
brettwooldridge_HikariCP.txt,0,0,0,0,0,0,0,0,0,0
brettwooldridge_SansOrm.txt,0,0,0,0,1,0,0,0,1,2
breunigs_keks.txt,0,0,0,0,0,0,0,0,0,0
brewlabs_sendpress.txt,0,0,0,0,0,0,0,1,1,2
brewster_cequel.txt,0,0,0,0,0,0,0,0,0,0
brianmario_mysql2.txt,0,0,2,0,0,0,0,1,1,4
broadinstitute_viral-ngs.txt,0,0,0,0,0,0,0,0,2,2
browsermedia_browsercms.txt,0,0,0,0,0,0,0,0,0,0
bryanstearns_fest.txt,0,0,0,0,0,0,0,0,0,0
bshaffer_oauth2-server-php.txt,0,0,0,0,1,0,0,0,1,2
bu-ist_bu-navigation.txt,0,0,0,0,0,0,0,0,0,0
bu-ist_bu-versions.txt,0,0,0,0,0,0,0,0,0,0
buddycloud_buddycloud-media-server.txt,0,0,2,0,0,0,0,1,1,4
buddycloud_buddycloud-server-java.txt,0,0,0,0,0,0,0,0,5,5
bugsnag_bugsnag-dotnet.txt,0,0,0,0,0,0,0,0,0,0
bugsnag_bugsnag-python.txt,0,0,0,0,0,0,0,0,1,1
buildbot_buildbot.txt,0,0,0,0,0,0,0,0,1,1
bunbun_ruffus.txt,0,0,0,0,0,0,0,0,1,1
bundlewrap_bundlewrap.txt,0,0,0,0,0,0,0,0,0,0
bungeshea_code-snippets.txt,0,0,0,0,0,0,0,0,1,1
burtlo_ark.txt,0,0,0,0,0,0,0,0,0,0
bushbaby_BsbDoctrineTranslationLoader.txt,0,0,0,0,1,0,0,0,1,2
byjg_xmlnuke.txt,0,0,0,0,0,0,0,0,1,1
c2is_Bigfoot.txt,0,0,0,0,1,0,0,0,1,2
c9s_LazyRecord.txt,0,0,0,0,0,0,0,1,1,2
cachethq_Cachet.txt,0,0,0,0,0,0,0,0,0,0
CaDs_tokyo-project.txt,0,0,0,0,0,0,0,0,0,0
caelum_mamute.txt,0,0,5,0,0,0,0,1,1,7
caelum_vraptor4.txt,0,0,0,0,0,0,0,0,0,0
cakephp_acl.txt,0,0,0,0,0,0,0,0,7,7
cakephp_cakepackages.txt,0,0,0,0,0,0,0,2,7,9
cakephp_cakephp.txt,0,0,1,0,0,1,0,2,7,11
cakephp_debug_kit.txt,0,0,0,0,0,0,0,0,0,0
calrissian_accumulo-recipes.txt,0,0,0,0,0,0,0,0,0,0
camdram_camdram.txt,0,0,6,0,2,1,0,7,9,25
CamelCookbook_camel-cookbook-examples.txt,0,0,0,0,1,0,0,0,1,2
CampFireManager_cfm2.txt,0,0,3,3,0,0,0,2,1,9
camptocamp_c2cgeoportal.txt,0,1,0,0,0,0,0,0,0,1
camsys_transam_core.txt,0,0,0,0,0,0,0,0,0,0
Canadensys_canadensys-data-access.txt,0,0,5,0,0,1,0,4,1,11
Canadensys_canadensys-explorer.txt,0,0,0,0,0,0,0,0,0,0
Cangjians_libcangjie.txt,0,0,0,0,0,0,0,0,0,0
cantino_huginn.txt,0,0,0,0,0,0,0,0,0,0
cargomedia_CM.txt,0,0,2,0,2,0,0,7,1,12
cartalyst_sentry.txt,0,0,0,0,0,0,0,0,1,1
Casecommons_datafix.txt,0,0,0,0,0,0,0,0,1,1
Casecommons_pg_audit_log.txt,0,0,0,1,0,0,0,0,1,2
Casecommons_pg_search.txt,0,0,0,0,0,0,0,0,0,0
cashmusic_platform.txt,0,0,34,0,0,7,0,6,13,60
caskdata_coopr.txt,1,0,2,0,2,0,0,6,8,19
cassiomarques_enumerate_it.txt,0,0,0,0,0,0,0,0,0,0
catherinedevlin_data-dispenser.txt,0,0,0,0,0,0,0,0,1,1
catherinedevlin_ddl-generator.txt,0,0,0,0,4,1,0,1,1,7
cchacin_cucumber-common-steps.txt,0,0,0,0,0,0,0,0,0,0
cchantep_acolyte.txt,0,0,0,0,0,0,0,0,0,0
cd34_apex.txt,0,0,0,0,0,0,0,0,0,0
cdli_CdliTwoStageSignup.txt,0,0,0,0,2,0,0,0,1,3
cea-sec_ivre.txt,0,0,0,0,0,0,0,0,0,0
celeron55_minetest.txt,0,0,0,0,0,0,0,0,1,1
cellcounter_cellcounter.txt,0,0,0,0,0,0,0,0,0,0
celluloid_celluloid.txt,0,0,0,0,0,0,0,0,0,0
CenterForOpenScience_archival-project.txt,0,0,0,0,0,0,0,2,0,2
ceph_teuthology.txt,0,0,1,0,0,0,0,0,1,2
cequel_cequel.txt,0,0,0,0,0,0,0,0,0,0
cercomp_weby.txt,0,0,0,0,0,0,0,0,0,0
cesanta_fossa.txt,0,0,0,0,0,1,14,0,8,23
CESNET_torque.txt,0,0,0,0,0,0,0,0,0,0
cetem_print_hub.txt,0,0,0,0,0,0,0,0,0,0
cetic_6lbr.txt,0,0,0,0,0,0,0,0,0,0
cfparser_cfparser.txt,0,0,0,0,0,0,0,0,0,0
chamilo_chamilo-lms.txt,0,0,15,0,3,0,0,19,195,232
chanks_que.txt,0,0,0,0,0,0,0,0,1,1
chapel-lang_chapel.txt,0,0,0,0,0,0,0,0,3,3
chaupal_jxse.txt,1,0,0,0,0,0,0,0,0,1
chef-cookbooks_mysql.txt,0,0,0,0,0,0,0,0,1,1
chef_mixlib-shellout.txt,0,0,0,0,0,0,0,0,0,0
chef_ohai.txt,0,0,0,0,0,0,0,0,0,0
chef_opscode-omnibus.txt,0,0,0,0,0,0,0,0,0,0
chef_supermarket.txt,0,0,0,0,0,0,0,0,0,0
cherrylabs_arx-core.txt,0,0,0,0,0,0,0,0,0,0
chewing_libchewing.txt,0,0,0,0,0,1,5,0,8,14
chloerei_campo.txt,0,0,2,0,0,0,0,0,0,2
chmouel_python-nonobot.txt,0,0,0,0,0,0,0,0,1,1
chobie_treasuredata-api-client.txt,0,0,0,0,0,0,0,0,0,0
chop-dbhi_dicom-anon.txt,0,0,0,0,0,0,0,0,1,1
chrisglass_django_polymorphic.txt,0,0,0,0,0,0,0,0,0,0
chrishunt_desktop.txt,0,0,0,0,0,0,0,0,1,1
chrismccord_sync.txt,0,0,0,0,0,0,0,0,1,1
chriso_gauged.txt,0,0,0,0,0,0,0,4,1,5
chrisvest_stormpot.txt,0,0,0,0,0,0,0,0,0,0
chrisvfritz_codekwondo.txt,0,0,0,0,0,0,0,0,4,4
ci-bonfire_Sprint.txt,0,0,1,0,3,0,0,1,1,6
CICS-530_pollutantAPI.txt,0,0,0,0,3,0,0,2,7,12
Cimpress-MCP_TimberWinR.txt,0,0,0,0,0,0,0,0,0,0
cinovo_cloudconductor-server.txt,0,0,0,0,0,0,0,0,0,0
circuits_circuits.txt,0,0,0,0,0,0,0,0,1,1
CIRDLES_Topsoil.txt,0,0,0,0,0,0,0,0,1,1
ciudadanointeligente_legislative.txt,0,0,0,0,0,0,0,0,0,0
clbustos_statsample.txt,0,0,0,0,0,0,0,0,1,1
cli_sonews.txt,0,0,0,0,0,0,0,2,1,3
Clinical-Genomics_taboo.txt,0,0,0,0,0,0,0,0,1,1
ClothesHorse_Destrier.txt,1,0,2,0,0,0,0,2,1,6
ClothesHorse_NSQnet.txt,0,0,0,0,0,0,0,0,1,1
cloudfoundry-incubator_bookbinder.txt,0,0,0,0,0,0,0,0,1,1
cloudfoundry_bosh.txt,0,0,0,0,0,0,0,0,0,0
cloudfoundry_cf-mysql-broker.txt,0,0,0,0,0,0,0,1,1,2
cloudfoundry_cloud_controller_ng.txt,0,0,0,0,0,0,0,0,0,0
cloudfoundry_java-test-applications.txt,0,0,0,0,0,0,0,0,0,0
cloudfoundry_uaa.txt,2,0,2,0,3,0,0,8,8,23
cloudify-cosmo_cloudify-manager-blueprints.txt,0,0,0,0,0,0,0,0,0,0
cloudify-cosmo_cloudify-manager.txt,0,0,0,0,0,0,0,0,0,0
cloudmesh_cloudmesh.txt,0,0,0,0,0,0,0,0,1,1
clue_php-zenity-react.txt,0,0,0,0,0,0,0,0,0,0
clusterlib_clusterlib.txt,0,0,0,0,0,0,0,0,1,1
cmangos_mangos-classic.txt,10,0,56,0,2,83,0,66,4,221
cmangos_mangos-tbc.txt,14,0,59,0,2,86,0,65,4,230
cmangos_mangos-wotlk.txt,15,0,62,0,1,92,0,70,4,244
CoandaCMS_coanda-core.txt,0,0,0,0,0,0,0,0,0,0
cocoonprojects_ora.txt,0,0,0,0,0,0,0,0,1,1
cocos2d_cocos2d-x.txt,0,0,0,0,0,0,0,0,1,1
cocur_nqm.txt,0,0,0,0,0,0,0,0,1,1
code-mancers_rbkit-client.txt,0,0,0,0,0,0,0,0,6,6
Code4Maine_beehve.txt,0,0,0,0,0,0,0,0,0,0
codebykat_wp-post-by-email.txt,0,0,0,0,0,0,0,0,0,0
codecentric_spring-boot-starter-batch-web.txt,0,0,0,0,0,0,0,0,1,1
Codeception_Codeception.txt,0,0,0,0,2,0,0,0,1,3
codeforamerica_citygram.txt,0,0,3,0,0,0,0,1,0,4
codeforamerica_denver-schedules-api.txt,0,0,0,0,0,0,0,0,1,1
codeine-cd_codeine.txt,2,0,0,0,0,0,0,0,2,4
Codepoints_Codepoints.net.txt,0,0,0,0,1,0,0,0,1,2
codetriage_codetriage.txt,0,0,2,0,0,0,0,0,0,2
codevise_pageflow.txt,0,0,0,0,0,0,0,0,0,0
coffeestats_coffeestats-django.txt,0,0,1,0,0,0,0,0,1,2
collectiveaccess_providence.txt,0,7,46,0,0,3,0,27,819,902
collectiveidea_delayed_job_active_record.txt,0,0,0,0,0,0,0,0,0,0
colosa_processmaker.txt,0,0,50,0,11,2,0,11,3,77
Comcast_cmb.txt,0,0,0,0,0,2,0,2,2,6
companygardener_lookup_by.txt,0,0,0,0,0,0,0,0,0,0
CompendiumNG_CompendiumNG.txt,1,0,0,0,0,0,0,0,0,1
concrete5_concrete5-5.7.0.txt,12,0,0,0,0,0,0,0,1,13
concrete5_concrete5.txt,12,0,0,0,0,0,0,0,1,13
Connexions_cnx-archive.txt,3640,0,0,0,0,0,0,3,39,3682
Connexions_cnx-authoring.txt,0,0,1,0,0,0,0,0,5,6
Connexions_cnx-publishing.txt,0,0,0,0,0,0,0,0,0,0
ConOnRails_ConOnRails.txt,0,0,2,0,0,1,0,5,14,22
ConPaaS-team_conpaas.txt,0,0,8,1,0,0,0,5,1,15
contao-community-alliance_dc-general.txt,0,0,0,0,0,0,0,0,0,0
contao_core-bundle.txt,4,0,1,0,0,0,0,0,1,6
contiki-os_contiki.txt,0,0,0,0,0,0,0,0,0,0
controlshift_prague-server.txt,0,0,0,0,0,0,0,0,0,0
coopdevs_timeoverflow.txt,0,0,2,0,0,0,0,0,0,2
cooperaj_wow-armory-character.txt,0,0,0,0,0,0,0,0,1,1
corley_influxdb-php-sdk.txt,0,0,0,0,0,0,0,0,0,0
cornernote_yii-account-module.txt,0,0,0,0,0,0,0,0,1,1
CoronaCore_OneServer.txt,13,0,56,0,2,83,0,67,4,225
couchbase_libcouchbase.txt,0,0,0,0,0,0,0,0,7,7
couchbaselabs_php-couchbase.txt,0,0,0,0,0,0,0,0,0,0
CounterpartyXCP_counterpartyd.txt,560,0,10,0,0,6,0,2,51,629
Coursemology_coursemology.org.txt,0,0,0,0,0,0,0,0,0,0
coursera_dataduct.txt,0,0,0,0,2,4,0,0,1,7
cowboy-coders_CyclismoProject.txt,0,0,0,0,0,0,0,0,1,1
cpvrlab_SLProject.txt,0,0,0,0,0,0,0,0,0,0
Crate_activerecord-crate-adapter.txt,0,0,0,0,0,0,0,0,1,1
Crate_crash.txt,0,0,0,0,0,0,0,0,1,1
Crate_crate-dbal.txt,0,0,0,0,0,0,0,1,1,2
Crate_crate-jdbc.txt,0,0,0,0,0,1,0,1,1,3
Crate_crate-pdo.txt,0,0,0,0,0,0,0,0,0,0
Crate_crate-python.txt,0,0,0,0,0,0,0,0,1,1
Crate_crate.txt,6,0,0,0,0,38,266,35,1,346
Crate_crate_ruby.txt,0,0,0,0,0,0,0,0,1,1
crazedsanity_cs-webapplibs.txt,0,0,0,0,1,0,0,11,1,13
creocoder_yii2-nested-sets.txt,0,0,0,0,0,0,0,0,1,1
